codbar,neighborhood,district,ind_equip,ind_dem,ind_econom,ind_global,vul_global,area_m2,area_km2,centroid_lat,centroid_lon,bike_parking_points,bike_parking_spaces,grid_points,underserved_share,median_nearest_bike_parking_m,p90_nearest_bike_parking_m,spaces_per_km2,points_per_km2,vulnerability_pressure,capacity_gap,accessibility_gap,underserved_gap,priority_score,base_rank,expected_priority_score,priority_score_p05,priority_score_p95,expected_rank,rank_p05,rank_p50,rank_p95,rank_interval_width,top_1_probability,top_5_probability,top_10_probability,priority_z_score,spatial_lag_z_score,spatial_quadrant,knn_neighbors
151,ELS ORRIOLS,RASCANYA,3.0,2.6,1.2,2.3,Vulnerabilidad Alta,396745.1079,0.3967451079,39.49431205643117,-0.36993114450679243,69,260,4,0.0,61.95,99.27000000000001,655.3325921930038,173.91518792814333,0.8,0.684700231676515,0.046336952630950966,0.0,0.5346774600291447,18,0.5342564610293832,0.4493548794618975,0.6121216284322147,16.6139,8.0,18.0,23.0,15.0,0.0,0.0,0.1341,0.7298367352734929,-0.2546797584912569,high-low,5
74,LA FONTSANTA,L'OLIVERETA,3.0,3.0,1.6,2.5,Vulnerabilidad Media,323029.89785,0.32302989785,39.46623865500812,-0.4085597001334599,31,132,4,0.0,74.25,107.75000000000001,408.630906546287,95.96634926465832,0.7,0.804931292303487,0.05139601479537048,0.0,0.5317585906501202,19,0.5313141601263054,0.4478883497302629,0.6067132196644445,18.8671,18.0,19.0,22.0,4.0,0.0,0.0,0.0,0.7039735558912245,0.3858946131007081,high-high,5
51,MARXALENES,LA SAÏDIA,2.4,2.6,2.2,2.4,Vulnerabilidad Media,390361.725,0.390361725,39.48596999539278,-0.38299994871562,36,236,4,0.0,40.4,61.09,604.5674688008924,92.22215625776323,0.75,0.7094408191284917,0.023559241140675338,0.0,0.5175440939666827,20,0.5171029156862434,0.4334175521044958,0.5934363579026506,21.2308,18.0,21.0,26.0,8.0,0.0,0.0,0.0005,0.5780233916960501,-0.08340947532019488,high-low,5
101,MONT-OLIVET,QUATRE CARRERES,2.8,1.9,2.3,2.3,Vulnerabilidad Alta,473256.4525,0.47325645250000004,39.45938041499096,-0.36349371184585416,80,346,6,0.0,31.4,46.2,731.1046646532516,169.04154096028938,0.8,0.6477724068263624,0.014676052976971722,0.0,0.5172669326433031,21,0.5168322822571552,0.43136550237550625,0.5963016254791563,21.4543,13.0,21.0,30.0,17.0,0.0,0.0,0.0335,0.5755675527757121,-0.09400672687945871,high-low,5
114,BETERO,POBLATS MARÍTIMS,1.4,3.1,2.6,2.4,Vulnerabilidad Media,255302.405,0.255302405,39.47197231522143,-0.3362350743306115,31,166,4,0.0,37.55,91.28000000000002,650.2093076639837,121.4246297444789,0.75,0.6871970850368927,0.0415702183510321,0.0,0.5144731691812742,22,0.5140578341709295,0.43231639147740203,0.5884044319426842,22.6571,19.0,22.0,27.0,8.0,0.0,0.0,0.0,0.5508128973980774,-0.2317287509165079,high-low,5
73,TRES FORQUES,L'OLIVERETA,3.2,2.6,1.6,2.5,Vulnerabilidad Media,526757.0044,0.5267570044,39.46636453885271,-0.400898631061648,40,293,6,0.0,61.4,109.75,556.2337046352906,75.93634192973249,0.7,0.7329964738638471,0.05258918983414867,0.0,0.5104167801259838,23,0.5100035120066683,0.43070499108746524,0.5819940345348679,23.8747,22.0,24.0,26.0,4.0,0.0,0.0,0.0,0.5148705155514781,0.43459730327584634,high-high,5
133,L'AMISTAT,ALGIRÓS,2.2,2.7,2.4,2.4,Vulnerabilidad Media,207263.7926,0.2072637926,39.47266155210796,-0.35103139762159374,23,136,4,0.0,32.45,46.10000000000001,656.1686356018172,110.9696957267779,0.75,0.6842927825522485,0.014616394225032817,0.0,0.5082111136106812,24,0.5077722308092528,0.4244913873494797,0.5838734099097137,24.934,22.0,24.0,31.0,9.0,0.0,0.0,0.0,0.4953268014159044,-0.09429681964206593,high-low,5
83,VARA DE QUART,PATRAIX,2.0,3.4,3.2,2.9,Vulnerabilidad Baja,1034566.51235,1.03456651235,39.45954119925194,-0.4068977362107474,51,314,12,0.16666666666666666,115.80000000000001,256.02,303.50876067576786,49.29600889956739,0.5,0.8561629937013245,0.1398520462951915,0.2068965517241379,0.5055089625418495,25,0.5051110090797909,0.4405213649991067,0.5698904104068325,23.9222,18.0,25.0,30.0,12.0,0.0,0.0,0.0006,0.4713838945104446,0.21795764492295888,high-high,5
121,AIORA,CAMINS AL GRAU,2.8,2.4,2.1,2.4,Vulnerabilidad Media,651193.8419,0.6511938419,39.46573283876096,-0.34335983152478705,116,492,9,0.0,43.0,67.80000000000001,755.5354002803264,178.13436266771922,0.75,0.6358659893706393,0.027562343395776165,0.0,0.4962722654903471,26,0.4958655164803722,0.4155717124322344,0.569833194210237,27.6404,24.0,26.0,34.0,10.0,0.0,0.0,0.0,0.38954044017179457,0.31471687266375004,high-high,5
63,JAUME ROIG,EL PLA DEL REAL,1.2,2.4,4.2,2.6,Vulnerabilidad Baja,190797.3847,0.1907973847,39.48174281864096,-0.363073281238664,23,99,2,0.0,53.55,67.91,518.8750367603965,120.5467257120113,0.6499999999999999,0.7512033711958802,0.02762796802290896,0.0,0.49088660496334574,27,0.4904538824931385,0.4110846783244371,0.5624954696350702,28.2742,27.0,28.0,31.0,4.0,0.0,0.0,0.0,0.34181980378333493,-0.8181619334487393,high-low,5
52,MORVEDRE,LA SAÏDIA,2.0,2.4,2.4,2.3,Vulnerabilidad Alta,428183.60405,0.42818360405,39.48407374709207,-0.374776457256648,77,406,6,0.0,46.1,79.05,948.1913743539569,179.82939858437112,0.8,0.5419743240653387,0.03427395298890347,0.0,0.4894470878173824,28,0.4890746613926755,0.40783795355312225,0.5657822801686984,29.1012,22.0,29.0,38.0,16.0,0.0,0.0,0.004,0.32906469715285475,-0.28690053483197664,high-low,5
85,FAVARA,PATRAIX,1.8,3.7,3.0,2.8,Vulnerabilidad Baja,280246.95785,0.28024695785000003,39.45376466355797,-0.3947662120105488,18,84,2,0.0,92.30000000000001,117.98,299.73563547105596,64.22906474379771,0.55,0.8580018414743005,0.05749910511872091,0.0,0.4889003734660344,29,0.48847262795750424,0.4096503997471723,0.5652643015022759,27.9113,22.0,29.0,31.0,9.0,0.0,0.0,0.0,0.3242204340140569,0.5741106730133478,high-high,5
103,MALILLA,QUATRE CARRERES,4.2,3.1,2.7,3.3,Vulnerabilidad Baja,2507148.66735,2.5071486673499996,39.44475179058538,-0.3771845951153548,236,808,28,0.39285714285714285,158.05,516.07,322.2784554112772,94.13083598646216,0.30000000000000004,0.8470155073362478,0.2949946307123255,0.48768472906403937,0.48187205124974336,30,0.48158646052999776,0.4246465614563416,0.543923291794854,28.8182,13.0,30.0,44.0,31.0,0.0,0.0057,0.0286,0.2619446913780279,1.0465737995407174,high-high,5
84,SAFRANAR,PATRAIX,1.6,3.6,3.5,2.9,Vulnerabilidad Baja,441263.0332,0.4412630332,39.45842611463,-0.3968755468746637,22,118,5,0.0,90.5,107.52,267.4141977048804,49.856884317859055,0.5,0.8737538244144611,0.05125879966591098,0.0,0.4723779072575205,31,0.4719489318253669,0.3924578244747498,0.5503529438450865,31.3606,26.0,32.0,36.0,10.0,0.0,0.0,0.0,0.1778200810352355,0.28145659419292324,high-high,5
132,CIUTAT JARDI,ALGIRÓS,1.8,2.7,3.1,2.5,Vulnerabilidad Media,363929.98265,0.36392998265000004,39.471982500604625,-0.3450421165902367,59,294,5,0.0,35.9,65.02,807.8477015254516,162.11909656463143,0.7,0.6103713785573761,0.025903830091874473,0.0,0.4682921795855877,32,0.4679056494618687,0.392319151674083,0.5371464388480601,33.1729,28.0,33.0,39.0,11.0,0.0,0.0,0.0,0.14161773897578717,0.17680063705090138,high-high,5
71,NOU MOLES,L'OLIVERETA,2.8,2.6,2.3,2.6,Vulnerabilidad Baja,739570.3533,0.7395703533,39.47138692355826,-0.39862054919545553,129,489,8,0.0,35.65,52.74,661.194702867763,174.4255964620479,0.6499999999999999,0.6818433084167839,0.0185777353537764,0.0,0.4682685395957904,33,0.46785649305233956,0.3915612095008546,0.5368166158841696,32.9862,30.0,33.0,37.0,7.0,0.0,0.0,0.0,0.1414082724949927,0.35051337902382906,high-high,5
82,SANT ISIDRE,PATRAIX,2.8,3.4,2.9,3.0,Vulnerabilidad Baja,495220.11625,0.49522011625,39.45319422238127,-0.4039233314158531,18,116,4,0.0,58.8,164.01000000000002,234.23927298914526,36.347473394867365,0.44999999999999996,0.8899217576587626,0.08496002863620095,0.0,0.46396853302486896,34,0.46357484693470286,0.38593145101729126,0.5414840894377131,33.9696,27.0,34.0,42.0,15.0,0.0,0.0,0.0,0.10330727281071048,0.5448516717854973,high-high,5
122,ALBORS,CAMINS AL GRAU,2.4,3.0,2.9,2.8,Vulnerabilidad Baja,256035.9275,0.2560359275,39.468536033849276,-0.352759003029627,20,106,4,0.0,27.25,45.03,414.0043978788876,78.11403733563917,0.55,0.8023124996491328,0.013978045579286481,0.0,0.4634893590105972,35,0.4630449082000578,0.3850814355764091,0.5378047511796744,33.8603,32.0,34.0,37.0,5.0,0.0,0.0,0.0,0.09906146326010484,0.11697277576384332,high-high,5
113,LA MALVA-ROSA,POBLATS MARÍTIMS,3.8,2.7,1.9,2.8,Vulnerabilidad Baja,728525.00775,0.72852500775,39.47968934209423,-0.3284114519154884,69,376,10,0.0,36.7,110.31,516.1113153291066,94.7119169087988,0.55,0.7525502819723121,0.05292327884500657,0.0,0.4563497403606949,36,0.45596186628414787,0.38406989341509157,0.5235759274072761,35.6732,34.0,36.0,38.0,4.0,0.0,0.0,0.0,0.03579955808875323,-0.19947425947125133,high-low,5
53,TRINITAT,LA SAÏDIA,3.2,2.6,2.7,2.8,Vulnerabilidad Baja,595671.04505,0.5956710450499999,39.48176721714784,-0.3688325326613446,65,354,6,0.0,64.5,147.5,594.287741433337,109.12063048917206,0.55,0.7144506856850064,0.07511036869108699,0.0,0.44935727944371934,37,0.4490057123124432,0.3808729595575236,0.5119000380912204,37.4099,36.0,37.0,39.0,3.0,0.0,0.0,0.0,-0.02615842890403213,-0.3413210288226851,low-low,5
54,TORMOS,LA SAÏDIA,2.6,2.9,2.2,2.6,Vulnerabilidad Baja,279947.38785,0.27994738785,39.489296787269716,-0.37938901146529563,43,242,3,0.0,11.5,32.14,864.4481445551734,153.60029014823328,0.6499999999999999,0.5827869245655819,0.006288032454361054,0.0,0.43609368386054675,38,0.43571174927389383,0.363539748639238,0.5017724599095794,38.5474,32.0,39.0,43.0,11.0,0.0,0.0,0.0,-0.14368295887669522,-0.17426560449515788,low-low,5
153,SANT LLORENS,RASCANYA,3.0,4.0,4.1,3.7,Vulnerabilidad Baja,1532046.8418,1.5320468418,39.4963556554239,-0.3628211182341067,55,323,18,0.3888888888888889,194.7,662.4900000000001,210.82906291592735,35.89968563583903,0.09999999999999987,0.9013308178734295,0.38234697530127676,0.48275862068965514,0.43514450249124964,39,0.43496217872605686,0.3554712653294312,0.5179384174904949,38.4972,20.0,38.0,54.0,34.0,0.0,0.0001,0.0109,-0.15209335510643077,-0.19602952284871095,low-low,5
32,LA ROQUETA,EXTRAMURS,1.4,3.1,3.6,2.7,Vulnerabilidad Baja,230568.81,0.23056880999999999,39.466506547327704,-0.3800190854860892,30,194,3,0.0,57.3,79.86,841.397411904932,130.11300184096888,0.5999999999999999,0.5940207920095847,0.03475718887960864,0.0,0.42515767537879706,40,0.42480828585132696,0.35770469356142576,0.48572352626257115,41.0878,39.0,41.0,44.0,5.0,0.0,0.0,0.0,-0.24058347491966584,-1.40795069005042,low-low,5
134,LA VEGA BAIXA,ALGIRÓS,1.4,2.7,3.9,2.7,Vulnerabilidad Baja,193544.05035,0.19354405035,39.47631074026593,-0.34996672275624396,29,164,3,0.0,38.5,58.82,847.3523195542653,149.83669065288836,0.5999999999999999,0.5911186437703534,0.02220498747166209,0.0,0.4217765906254384,41,0.42141688275569905,0.35357687675585814,0.48322207337193934,42.8441,40.0,42.0,46.0,6.0,0.0,0.0,0.0,-0.27054219870195195,-0.30270195075470563,low-low,5
131,L'ILLA PERDUDA,ALGIRÓS,2.4,2.9,2.5,2.6,Vulnerabilidad Baja,231520.67315,0.23152067315,39.46888289257562,-0.3396388245374507,52,230,2,0.0,57.7,60.18,993.4318040401741,224.6019730873437,0.6499999999999999,0.519926218353637,0.02301634649803126,0.0,0.4205811348056973,42,0.42024084163549325,0.3518327021981182,0.4836410529659126,42.9542,37.0,43.0,49.0,12.0,0.0,0.0,0.0,-0.28113475502931756,0.227305336712985,low-high,5
55,SANT ANTONI,LA SAÏDIA,2.0,2.7,3.1,2.6,Vulnerabilidad Baja,249733.09395,0.24973309395,39.488706943253,-0.37322650817787945,49,244,3,0.0,16.6,38.36,977.0431148738827,196.20947798696824,0.6499999999999999,0.5279133120598822,0.00999880682496122,0.0,0.42037375498295687,43,0.4200181646508164,0.35037767796689406,0.4848071364083982,43.1665,37.0,43.0,49.0,12.0,0.0,0.0,0.0,-0.28297228211920444,-0.026930969772237717,low-low,5
44,SANT PAU,CAMPANAR,4.0,3.6,4.0,3.9,Vulnerabilidad Baja,3897813.19835,3.89781319835,39.486669026237465,-0.41060790479460046,99,595,48,0.4791666666666667,226.3,708.5000000000001,152.64969605312845,25.398856990352463,0.0,0.9296847667578202,0.40979596706836896,0.5948275862068966,0.4203473820617095,44,0.42016933306493504,0.3262078487029073,0.515231879098516,41.6132,19.0,43.0,60.0,41.0,0.0,0.0073,0.0169,-0.2832059642421375,0.2602196117119665,low-high,5
23,LA GRAN VIA,L'EIXAMPLE,2.2,2.6,3.9,2.9,Vulnerabilidad Baja,468562.92565,0.46856292565,39.46554380239617,-0.3655204819811633,71,280,6,0.0,36.25,57.2,597.5718194340244,151.5271399279133,0.5,0.712850177037612,0.02123851569025176,0.0,0.4181027562493339,45,0.41771345422815165,0.3482596936681533,0.4836844653592054,43.4165,40.0,43.0,47.0,7.0,0.0,0.0,0.0,-0.30309488440030563,-0.977807359643065,low-low,5
33,LA PETXINA,EXTRAMURS,3.0,2.1,3.4,2.8,Vulnerabilidad Baja,496668.6825,0.4966686825,39.47356550362437,-0.3909817036401351,60,382,5,0.0,57.5,81.44,769.1243951142419,120.80487881375528,0.55,0.6292433379791293,0.03569979716024341,0.0,0.41591296082578755,46,0.4155608020844325,0.3498387941767206,0.4751230154745987,44.6221,43.0,45.0,46.0,3.0,0.0,0.0,0.0,-0.32249796980612716,-1.0483775491299987,low-low,5
81,PATRAIX,PATRAIX,3.6,2.1,2.9,2.9,Vulnerabilidad Baja,621300.195,0.621300195,39.462711983319856,-0.39186981623299544,66,394,6,0.0,42.05,52.2,634.153993787174,106.22884159886671,0.5,0.6950217069524157,0.018255578093306288,0.0,0.412157627704386,47,0.41177303703046253,0.34327847917687815,0.47640981496565793,45.6619,42.0,46.0,48.0,6.0,0.0,0.0,0.0,-0.35577279013790936,0.1460358592476444,low-high,5
75,LA LLUM,L'OLIVERETA,1.8,3.1,3.0,2.6,Vulnerabilidad Baja,175213.6914,0.1752136914,39.46812565532627,-0.4130768324618989,45,186,1,0.0,21.6,21.6,1061.5608775422443,256.829244566672,0.6499999999999999,0.48672323984453636,0.0,0.0,0.40601697195336084,48,0.4056694120375876,0.33661619922013414,0.47024156121059557,46.9286,41.0,48.0,54.0,13.0,0.0,0.0,0.0,-0.4101832006738542,0.6087259644137238,low-high,5
42,LES TENDETES,CAMPANAR,2.2,3.0,2.9,2.7,Vulnerabilidad Baja,258207.6422,0.2582076422,39.48318799634565,-0.38580008084266776,70,255,2,0.0,36.55,40.349999999999994,987.5772762855894,271.099644470554,0.5999999999999999,0.5227794460466644,0.011186015988545515,0.0,0.3990710370117084,49,0.39872976975967456,0.3333382517644502,0.4589397043976841,48.5699,44.0,49.0,53.0,9.0,0.0,0.0,0.0,-0.471728935698681,-0.4149868842686431,low-low,5
12,LA XEREA,CIUTAT VELLA,2.0,3.0,4.0,3.0,Vulnerabilidad Baja,311647.9356,0.31164793560000004,39.47414293694746,-0.3709324834091289,34,227,4,0.0,47.55,54.910000000000004,728.3860217555055,109.09746581359994,0.44999999999999996,0.64909734839782,0.019872330270850735,0.0,0.3787036705735161,50,0.3783508466052936,0.3155448516494985,0.43827568752307505,50.5114,49.0,51.0,52.0,3.0,0.0,0.0,0.0,-0.652197734857965,-1.374698279624227,low-low,5
135,LA CARRASCA,ALGIRÓS,3.0,4.0,4.0,3.7,Vulnerabilidad Baja,1962856.90615,1.9628569061499999,39.48035805654277,-0.3410905909100173,40,486,19,0.21052631578947367,168.0,393.29999999999995,247.59828313376823,20.37845951718257,0.09999999999999987,0.8834111902323423,0.22175158095692635,0.2613430127041742,0.37550797453150536,51,0.3752473750907685,0.29750813866575043,0.460463941937878,50.7584,38.0,51.0,62.0,24.0,0.0,0.0,0.0,-0.6805137878405588,0.19060295943531405,low-high,5
112,CABANYAL-CANYAMELAR,POBLATS MARÍTIMS,4.2,2.6,1.9,2.9,Vulnerabilidad Baja,1349215.60425,1.34921560425,39.46879026098384,-0.3292224304367537,209,1279,16,0.0,38.05,84.5,947.9582032487451,154.90481976465028,0.5,0.542087960943067,0.037525354969574036,0.0,0.3701314592768349,52,0.369828492206431,0.31202146405053205,0.4221949484782157,52.1035,49.0,52.0,56.0,7.0,0.0,0.0,0.0,-0.7281533908602447,0.16732717592101898,low-high,5
31,EL BOTANIC,EXTRAMURS,2.8,3.0,3.3,3.0,Vulnerabilidad Baja,370110.86595,0.37011086595000003,39.47613457052456,-0.38596794777364496,52,306,4,0.0,39.55,58.74,826.7792927790964,140.49844191017326,0.44999999999999996,0.601144991271796,0.022157260470110966,0.0,0.364774949475561,53,0.3644442670348567,0.3049293291569198,0.41992075939710843,53.529,52.0,53.0,55.0,3.0,0.0,0.0,0.0,-0.7756157318778905,-1.0429955371489965,low-low,5
14,EL PILAR,CIUTAT VELLA,1.6,3.4,3.4,2.8,Vulnerabilidad Baja,161607.415,0.161607415,39.473244344918626,-0.38228814232423913,30,178,2,0.0,31.75,32.03,1101.4346092968567,185.6350465107062,0.55,0.4672906159958382,0.006222407827228254,0.0,0.3614316663641971,54,0.3611201182521807,0.30133008560145635,0.416288335301258,54.1613,48.0,54.0,59.0,11.0,0.0,0.0,0.0,-0.8052395072534814,-1.3815077648280218,low-low,5
11,LA SEU,CIUTAT VELLA,1.4,3.6,3.8,2.9,Vulnerabilidad Baja,221071.78845,0.22107178845,39.476620388363834,-0.3751184332513323,32,216,1,0.0,23.5,23.5,977.0581832916818,144.74936048765656,0.5,0.527905968405747,0.0011335162868392785,0.0,0.3585984937790919,55,0.35826802217482573,0.2985439502985582,0.4126803452295695,55.0365,51.0,55.0,58.0,7.0,0.0,0.0,0.0,-0.8303433544198073,-1.3518033959907716,low-low,5
