objectid,parking_type,spaces,x_utm,y_utm,lat,lon
1456696,A - Horquilla,10,723923.4989999998,4373887.4120000005,39.48546046949865,-0.3963186208902552
1456697,A - Horquilla,4,723916.7400000002,4373264.551999999,39.47985568813491,-0.3966063188819411
1456698,A - Horquilla,4,723132.3660000004,4374861.865,39.494437406003726,-0.4051824596585623
1456699,A - Horquilla,2,725289.9210000001,4371777.317,39.4661103773062,-0.3811587616542886
1456700,A - Horquilla,4,723771.8600000003,4372593.132999999,39.473849728144835,-0.39851443476876264
1456701,A - Horquilla,4,723708.7680000002,4371252.710000001,39.461800540594474,-0.39969663193397664
1456702,A - Horquilla,2,729827.608,4371836.517000001,39.465443826016774,-0.3284440946865295
1456703,A - Horquilla,2,729825.6339999996,4371836.423,39.46544350690106,-0.3284670497918046
1456704,A - Horquilla,10,726880.3339999998,4372685.300000001,39.47386552410969,-0.3623808220200692
1456705,A - Horquilla,6,727833.8320000004,4372655.017999999,39.47334107833499,-0.35131726537669056
1456706,A - Horquilla,2,725574.324,4372811.817,39.47534761345515,-0.3775062239975291
1456707,A - Horquilla,2,725574.4869999997,4372808.653000001,39.47531909106073,-0.37750540092356394
1456708,A - Horquilla,4,725574.5420000004,4372805.161,39.47528764459325,-0.37750594313817765
1456709,A - Horquilla,2,723670.7489999998,4373428.467,39.48139511563089,-0.3994086135676814
1456710,A - Horquilla,2,723653.9160000002,4373457.967,39.481665029881086,-0.39959424448031633
1456711,A - Horquilla,2,723673.1660000002,4373424.634,39.48135998530742,-0.3993818243685679
1456712,A - Horquilla,2,723705.4989999998,4373573.467,39.482691270648985,-0.39895632020163624
1456713,A - Horquilla,2,723698.3329999996,4373574.800000001,39.48270513255531,-0.39903911216640703
1456714,A - Horquilla,2,723633.3329999996,4373589.634,39.48285555533758,-0.39978916751518734
1456715,A - Horquilla,4,723772.6459999997,4373763.947000001,39.48438837627158,-0.3981124177220395
1456716,A - Horquilla,2,723754.2489999998,4373613.050000001,39.48303489240865,-0.3983767633458299
1456717,A - Horquilla,6,723881.2489999998,4373507.134,39.48204847430914,-0.3969371099384888
1456718,A - Horquilla,2,723996.2489999998,4373426.884,39.481296190470005,-0.39562826190219996
1456719,A - Horquilla,2,724387.9790000003,4371890.263,39.467362595212286,-0.39159503167190624
1456720,A - Horquilla,4,724404.8459999999,4371894.154999999,39.4673932315029,-0.39139784228412855
1456721,A - Horquilla,8,724447.9850000003,4371884.911,39.46729877736739,-0.39089996840584434
1456722,A - Horquilla,4,724492.0980000002,4371846.392999999,39.46694056409182,-0.39040063380291873
1456723,A - Horquilla,4,724505.5590000004,4371843.799000001,39.466913704431036,-0.39024518191862767
1456724,A - Horquilla,4,724531.5080000004,4371863.097999999,39.46708065219271,-0.389937338208118
1456725,A - Horquilla,4,724547.7259999998,4371857.584000001,39.467026789095826,-0.38975085138244864
1456726,A - Horquilla,2,724583.9730000002,4371850.691,39.46695528802861,-0.38933222919740873
1456727,A - Horquilla,2,724571.7280000001,4371852.637,39.46697599887371,-0.3894737772521336
1456728,A - Horquilla,2,728845.0530000003,4371883.975,39.466132726939335,-0.3398376425083285
1456729,A - Horquilla,2,724593.5420000004,4371848.502,39.46693308785769,-0.3892218397991165
1456730,A - Horquilla,4,724674.3880000003,4371834.392000001,39.46678498439804,-0.3882877151686575
1456731,A - Horquilla,6,724686.5520000001,4371810.714,39.46656867810145,-0.3881544263807685
1456732,A - Horquilla,4,724715.0949999997,4371823.526000001,39.46667655201101,-0.38781863980911435
1456733,A - Horquilla,4,724739.017,4371818.661,39.46662651625656,-0.3875424701445972
1456734,A - Horquilla,2,724782.4809999997,4371809.822000001,39.466535606582525,-0.3870406971362451
1456735,A - Horquilla,2,724795.6179999998,4371807.308,39.46650954719904,-0.38688898336475663
1456736,A - Horquilla,4,724805.1859999998,4371805.2809999995,39.466488803215896,-0.38677855260420163
1456737,A - Horquilla,4,724796.915,4371789.468,39.46634862637475,-0.3868799313557681
1456738,A - Horquilla,2,724850.4340000004,4371841.285,39.46680106681179,-0.38624095323368973
1456739,A - Horquilla,4,724879.0590000004,4371811.848999999,39.46652862949192,-0.38591844892866606
1456740,A - Horquilla,2,724875.5719999997,4371817.282,39.466578444063664,-0.3859571126429665
1456741,A - Horquilla,2,724905.9000000004,4371785.007999999,39.4662800156153,-0.38561579007302643
1456742,A - Horquilla,2,724941.4170000004,4371777.873,39.466206512369524,-0.3852057364454107
1456743,A - Horquilla,2,726141.0650000004,4370899.357999999,39.45798459090477,-0.37157201583823335
1456744,A - Horquilla,6,725492.7769999998,4372381.300000001,39.47149382677093,-0.3785988829167261
1456745,A - Horquilla,6,724352.8329999996,4372563.717,39.47343369771119,-0.3917767136308146
1456746,A - Horquilla,4,724734.8329999996,4369263.384,39.44362687737049,-0.3884511846309176
1456747,A - Horquilla,6,725061.4160000002,4370417.050000001,39.453926067522566,-0.3842710317887044
1456748,A - Horquilla,2,724599.0829999996,4370446.467,39.45431154866118,-0.38962927112488904
1456749, ,4,724935.4730000002,4374644.703,39.492012995188865,-0.38430775192113575
1456750,A - Horquilla,4,725778.8600000003,4372038.698999999,39.46833502810111,-0.37539232019163676
1456751,A - Horquilla,4,725402.6469999999,4372400.078,39.47168645826294,-0.37963929076131164
1456752,A - Horquilla,4,726033.0920000002,4374745.448999999,39.492632071587934,-0.37152233774341853
1456753,A - Horquilla,4,728729.1660000002,4371868.634,39.46602544107639,-0.34118864536827426
1456754,A - Horquilla,4,728736.8329999996,4371890.634,39.46622142407334,-0.34109207075075315
1456755,A - Horquilla,4,728748.2489999998,4371922.634,39.4665064199168,-0.34094853183228774
1456756,A - Horquilla,4,728753.3329999996,4371939.717,39.4666588315429,-0.3408836369301965
1456757,A - Horquilla,2,728758.1660000002,4371953.384,39.466780562718,-0.34082282760775484
1456758,A - Horquilla,2,728762.5829999996,4371965.550000001,39.46688889403495,-0.34076736353679576
1456759,A - Horquilla,4,728329.1660000002,4371769.050000001,39.4652352713949,-0.3458677491495408
1456760,A - Horquilla,4,728319.7489999998,4371743.634,39.46500900076073,-0.34598579955307085
1456761,A - Horquilla,4,728314.9160000002,4371730.134,39.464888769651466,-0.346046541166968
1456762,A - Horquilla,2,728309.2489999998,4371713.467,39.464740253659684,-0.346118050783531
1456763,A - Horquilla,2,728303.7489999998,4371698.300000001,39.46460519475031,-0.34618710765285143
1456764,A - Horquilla,2,728299.7489999998,4371687.134,39.4645057508361,-0.34623737699418083
1456765,A - Horquilla,4,728343.3329999996,4371682.134,39.464449187826496,-0.34573297583598905
1456766,A - Horquilla,4,728362.2489999998,4371734.550000001,39.46491596421996,-0.3454953804505268
1456767,A - Horquilla,4,726391.3590000002,4372090.832,39.46864341910072,-0.3682615569054149
1456768,A - Horquilla,4,724350.2410000004,4371552.857000001,39.46433534523686,-0.3921467318777196
1456769,A - Horquilla,4,724364.2680000002,4371592.034,39.46468433308546,-0.391970668314717
1456770,A - Horquilla,12,726184.8789999997,4372129.431,39.46904513164916,-0.37064637491309915
1456771,A - Horquilla,2,724029.0829999996,4373397.467,39.481022851546854,-0.39525675940516325
1456772,A - Horquilla,6,724310.2769999998,4374484.9120000005,39.49073795322209,-0.39162463401188247
1456773,A - Horquilla,6,726229.1339999996,4372053.266000001,39.46834793205901,-0.370158253009747
1456774,A - Horquilla,16,726264.2980000004,4371992.663000001,39.46779319553921,-0.3697704378912941
1456775,A - Horquilla,6,726278.1069999998,4371968.7870000005,39.46757465526846,-0.3696181695856044
1456776,A - Horquilla,6,726305.1670000004,4371908.467,39.467024594889565,-0.3693243783605334
1456777,A - Horquilla,4,729163.926,4372174.396,39.4686619478727,-0.3360349786820329
1456778,A - Horquilla,4,729174.2199999997,4372173.625,39.468652267753924,-0.3359156999877437
1456779,A - Horquilla,2,727867.256,4372936.630999999,39.47586701964237,-0.3508328775142967
1456780,A - Horquilla,6,728047.256,4372950.403000001,39.475943302549304,-0.34873760251184177
1456781,A - Horquilla,4,725789.0549999997,4372201.737,39.46979988417876,-0.37521874780314196
1456782,A - Horquilla,4,722994.0549999997,4371845.448999999,39.46732141731661,-0.40779812389858194
1456783,A - Horquilla,4,727701.3770000003,4373318.48,39.4793479382425,-0.35262906855486587
1456784,A - Horquilla,4,727658.5329999998,4373346.518999999,39.47961165271906,-0.35311712357235453
1456785,A - Horquilla,4,724649.2259999998,4373640.7469999995,39.483050982829255,-0.3879715233975595
1456786,A - Horquilla,4,724661.6900000004,4373620.805,39.482868225947726,-0.3878334636889503
1456787,A - Horquilla,2,724771.9160000002,4373881.800000001,39.485188708186925,-0.38646510975153153
1456788,A - Horquilla,2,724780.0829999996,4373868.217,39.48506431096174,-0.38637482053263233
1456789,A - Horquilla,2,724879.0829999996,4373853.384,39.484904924223116,-0.38522982777397036
1456790,A - Horquilla,2,724773.0599999996,4373818.852,39.48462180113951,-0.3864730447060708
1456791,A - Horquilla,2,725006.2889999999,4371765.222999999,39.46607569413962,-0.384456644767866
1456792,A - Horquilla,8,725062.6459999997,4371748.517999999,39.46591059731208,-0.38380780790470076
1456793,A - Horquilla,2,725088.9199999999,4371730.273,39.465739500969605,-0.38350884437416577
1456794,A - Horquilla,4,725116.2470000004,4371744.220000001,39.46585789570685,-0.38318679381792903
1456795,A - Horquilla,4,725140.4119999995,4371739.436000001,39.465808514701315,-0.3829077820290565
1456796,A - Horquilla,4,725165.1440000003,4371734.571,39.46575825564492,-0.38262221349539155
1456797,A - Horquilla,2,725108.949,4371726.543,39.465700689510726,-0.3832775080977637
1456798,A - Horquilla,2,725177.0640000002,4371711.136,39.46554419457621,-0.3824916959505185
1456799,A - Horquilla,2,725217.0410000002,4371706.919,39.465495779340316,-0.38202887243484074
1456800,A - Horquilla,4,725200.1749999998,4371729.380999999,39.46570237651343,-0.3822171540955985
1456801,A - Horquilla,4,727211.165,4373938.097999999,39.48505470392869,-0.35811168386314807
1456802,A - Horquilla,6,726872.2019999996,4371175.196,39.460275121745426,-0.36298871552543394
1456803,A - Horquilla,2,725459.6840000004,4373922.42,39.4853743698601,-0.37846218947675103
1456804,A - Horquilla,2,728991.091,4372304.82,39.46988187246822,-0.33799733814639044
1456805,A - Horquilla,4,728953.4210000001,4372192.718,39.46888287545067,-0.33847327518213616
1456806,A - Horquilla,2,725445.9709999999,4369591.1280000005,39.44639118913683,-0.38008482038468455
1456807,A - Horquilla,4,727260.6639999999,4373079.784,39.47731593904587,-0.35782924909143743
1456808,A - Horquilla,2,727264.5149999997,4373132.625,39.47779054462654,-0.3577665145302446
1456809,A - Horquilla,4,727273.8260000004,4373131.404999999,39.477777104373466,-0.3576587862506264
1456810,A - Horquilla,2,727429.7929999996,4373452.956,39.48063017844056,-0.3557376210475078
1456811,A - Horquilla,2,727457.4740000004,4373475.767000001,39.48082818322407,-0.35540832208120604
1456812,A - Horquilla,6,729905.216,4372758.808,39.47372446557701,-0.32722507074313795
1456813,A - Horquilla,2,727504.1330000004,4373526.775,39.481274970242225,-0.3548489679932098
1456814,A - Horquilla,4,727231.6720000003,4373073.09,39.47726334206826,-0.3581682597410085
1456815,A - Horquilla,6,728395.7769999998,4371844.134,39.465893429427645,-0.34506853365109597
1456816,A - Horquilla,4,728430.9989999998,4371897.967,39.466368631890084,-0.34464108778203206
1456817,A - Horquilla,4,728409.8329999996,4371992.300000001,39.467223333167,-0.344854590023544
1456818,A - Horquilla,4,728405.7769999998,4371980.856000001,39.4671214025949,-0.3449056088028887
1456819,A - Horquilla,4,728414.7209999999,4371999.9120000005,39.46729055137202,-0.3447952210230118
1456820,A - Horquilla,4,728545.3329999996,4372091.356000001,39.4680789666953,-0.34324713120388256
1456821,A - Horquilla,2,728546.7489999998,4372121.217,39.46834736730502,-0.3432204588833742
1456822,A - Horquilla,2,728538.3329999996,4372124.384,39.46837810757454,-0.3433171086820482
1456823,A - Horquilla,2,728521.6660000002,4372145.467,39.468572298706405,-0.34350344083267825
1456824,A - Horquilla,6,728513.5829999996,4372173.634,39.46882797346377,-0.3435876615909952
1456825,A - Horquilla,8,724528.8190000001,4371284.998,39.4618777208436,-0.39016307118290305
1456826,A - Horquilla,4,728682.0829999996,4372125.800000001,39.46835267766014,-0.3416472627974879
1456827,A - Horquilla,2,728678.0829999996,4372113.967,39.46824723247038,-0.3416977701012502
1456828,A - Horquilla,2,728673.3329999996,4372101.050000001,39.46813222949218,-0.34175735843211047
1456829,A - Horquilla,2,728670.9989999998,4372093.634,39.468066098724016,-0.3417870045455133
1456830,A - Horquilla,4,728692.8329999996,4372109.634,39.46820431314722,-0.3415279647456213
1456831,A - Horquilla,4,728701.7489999998,4372133.717,39.468418713358986,-0.34141616915149986
1456832,A - Horquilla,2,728741.1660000002,4372128.050000001,39.468357232277384,-0.34096036471408464
1456833,A - Horquilla,4,728836.2079999996,4372178.509,39.46878614888633,-0.3398393433044218
1456834,A - Horquilla,2,728849.3329999996,4372220.134,39.469157321994565,-0.33967264540095754
1456835,A - Horquilla,4,728826.0829999996,4372233.884,39.46928726506379,-0.3399379329865701
1456836,A - Horquilla,4,725781.7489999998,4372368.884,39.471306316024844,-0.37524702768954843
1456837,A - Horquilla,6,727085.0829999996,4372029.384,39.46790759892991,-0.3602261292095387
1456838,A - Horquilla,16,726037.1069999998,4370931.887,39.458304682976625,-0.37276810955781475
1456839,A - Horquilla,14,725534.5449999999,4371966.0879999995,39.46774548804968,-0.37825415941280177
1456840,A - Horquilla,2,724734.5829999996,4373796.634,39.48443186393028,-0.38692748561985296
1456841,A - Horquilla,4,724832.8329999996,4373820.550000001,39.48462146664395,-0.38577814563482155
1456842,A - Horquilla,2,724851.8329999996,4373780.023,39.48425170931997,-0.38557110939688133
1456843,A - Horquilla,2,724829.2769999998,4373768.9120000005,39.48415759165483,-0.38583686672491946
1456844,A - Horquilla,2,724840.4440000001,4373750.578,39.48398964527183,-0.3857133343020002
1456845,A - Horquilla,2,724871.4440000001,4373746.300000001,39.48394303616975,-0.38535468297858877
1456846,A - Horquilla,2,724881.0549999997,4373729.9120000005,39.483793012369844,-0.38524857004706337
1456847,A - Horquilla,2,724859.0549999997,4373724.356000001,39.48374875177238,-0.38550599399414515
1456848,A - Horquilla,2,724816.1660000002,4373741.800000001,39.483916977027526,-0.3859983063591724
1456849,A - Horquilla,2,724783.9160000002,4373723.217,39.48375813405882,-0.38637918591478426
1456850,A - Horquilla,2,724795.4160000002,4373703.384,39.4835766084021,-0.3862522901451043
1456851,A - Horquilla,4,724851.7489999998,4373551.967,39.482198952163486,-0.3856489979958408
1456852,A - Horquilla,4,724739.4989999998,4373441.967,39.48123814535201,-0.38698993217174776
1456853,A - Horquilla,2,724918.2079999996,4373828.634,39.48467191685335,-0.38478369834743575
1456854,A - Horquilla,2,724929.2079999996,4373820.009,39.48459140570445,-0.38465883181161736
1456855,A - Horquilla,2,724960.2079999996,4373793.634,39.48434589386406,-0.38430763465276707
1456856,A - Horquilla,6,724995.9579999996,4373762.759,39.48405863347455,-0.3839027829036079
1456857,A - Horquilla,2,725001.5829999996,4373735.759,39.48381413022749,-0.38384655548573005
1456858,A - Horquilla,2,724984.7079999996,4373725.884,39.48372965643514,-0.38404590626799473
1456859,A - Horquilla,2,727560.1030000001,4372601.029999999,39.47292754849686,-0.35451473747063794
1456860,A - Horquilla,4,727610.5880000005,4372566.614,39.47260442107784,-0.35394015728645206
1456861,A - Horquilla,4,727598.6220000004,4372532.426000001,39.47229985934018,-0.3540907920330289
1456862,A - Horquilla,4,727530.6349999998,4372335.5309999995,39.47054558201357,-0.3549475281869762
1456863,A - Horquilla,10,725580.5829999996,4371492.550000001,39.463471025727394,-0.3778795914828832
1456864,A - Horquilla,4,727593.0880000005,4372514.607000001,39.47214093392889,-0.3541611416969454
1456865,A - Horquilla,8,724064.9689999996,4373002.798,39.47746098143819,-0.3949725362572852
1456866,A - Horquilla,4,724202.9819999998,4373086.948000001,39.47818249220649,-0.39334123358946305
1456867,A - Horquilla,8,724404.0449999999,4373212.141000001,39.47925697724457,-0.3909637511869607
1456868,A - Horquilla,4,724899.0539999995,4373472.603,39.481472216930264,-0.3851262895351965
1456869,A - Horquilla,4,725034.5549999997,4371237.800000001,39.46132085206655,-0.3843062400015185
1456870,A - Horquilla,8,725903.233,4373420.789000001,39.480742775990635,-0.3734798563074909
1456871,A - Horquilla,2,727750.5109999999,4372839.870999999,39.475026988353335,-0.3522218267864677
1456872,A - Horquilla,4,724889.5820000004,4371481.586999999,39.463553114326515,-0.38590754495685625
1456873,A - Horquilla,4,726154.4639999997,4374503.715,39.49042429884543,-0.3701943612872628
1456874,A - Horquilla,6,722695.0089999996,4371234.494000001,39.46189936769547,-0.4114749487316191
1456875,A - Horquilla,8,724467.6320000002,4369810.812999999,39.44862410873461,-0.3913692294021406
1456876,A - Horquilla,6,729653.3190000001,4362607.694,39.3824225374648,-0.333637495567806
1456877,A - Horquilla,6,729648.3899999997,4362606.683,39.382414748411435,-0.3336950115826955
1456878,A - Horquilla,28,729339.6960000005,4372943.415999999,39.47553696987076,-0.33372939532145907
1456879,A - Horquilla,12,729341.9029999999,4372961.466,39.47569884692753,-0.33369755655969763
1456880,A - Horquilla,4,729319.7649999997,4372824.114,39.47446846216063,-0.3340018921927912
1456881,A - Horquilla,8,729264.9000000004,4372372.971000001,39.47042240701179,-0.3347941382311115
1456882,A - Horquilla,8,729262.1730000004,4372313.368000001,39.46988665519596,-0.3348462894370733
1456883,A - Horquilla,16,729295.8049999997,4372348.039000001,39.47018976572515,-0.33444380089290604
1456884,A - Horquilla,16,729321.3859999999,4372364.66,39.470332554262356,-0.33414101126119217
1456885,A - Horquilla,8,729296.8470000001,4372228.313999999,39.4691118606811,-0.3344728474454383
1456886,A - Horquilla,8,729248.9299999997,4372177.411,39.46866645218787,-0.3350467975841842
1456887,A - Horquilla,6,729320.2110000001,4371383.710000001,39.46150347292187,-0.3344917644755133
1456888,A - Horquilla,6,729273.7300000004,4371392.554,39.46159545449662,-0.3350284513784022
1456889,A - Horquilla,4,728672.1979999999,4371407.835999999,39.46189296891994,-0.34200808174137537
1456890,A - Horquilla,4,724725.0539999995,4374436.119000001,39.49019049145056,-0.3868225832747188
1456891,A - Horquilla,10,725453.591,4371990.353,39.46798510720699,-0.3791860938831638
1456892,A - Horquilla,4,729658.4989999998,4372246.550000001,39.469179590516745,-0.33026671843563554
1456893,A - Horquilla,4,729495.2489999998,4372331.134,39.469984455702324,-0.3321334416966514
1456894,A - Horquilla,2,729426.9160000002,4372343.800000001,39.47011667589481,-0.3329226454282587
1456895,A - Horquilla,2,729351.9160000002,4372357.134,39.47025667980777,-0.3337890478342557
1456896,A - Horquilla,4,729340.5829999996,4372295.467,39.46970464384367,-0.33394185827640216
1456897,A - Horquilla,4,729415.0829999996,4372282.467,39.4695677808196,-0.3330811539706912
1456898,A - Horquilla,4,725499.9919999996,4373156.471000001,39.478469380262155,-0.37825301422853774
1456899,A - Horquilla,4,725502.6739999996,4373154.911,39.478454635628815,-0.37822239042173966
1456900,A - Horquilla,4,729455.5829999996,4372275.800000001,39.46949697750755,-0.3326131182695523
1456901,A - Horquilla,2,726201.2199999997,4374854.7469999995,39.49357167056223,-0.3695320539489512
1456902,A - Horquilla,2,726098.4919999996,4374824.578,39.49332712872101,-0.37073572226412416
1456903,A - Horquilla,6,726148.1830000002,4374765.505999999,39.49278235258186,-0.3701784910251197
1456904,A - Horquilla,4,726154.6730000004,4374760.436000001,39.492735010629936,-0.37010481557287245
1456905,A - Horquilla,2,726137.841,4374888.103,39.49388857721492,-0.3702570331803989
1456906,A - Horquilla,4,726134.9689999996,4374884.800000001,39.49385960179179,-0.37029151939511956
1456907,A - Horquilla,4,726180.0650000004,4374851.767999999,39.49355041996286,-0.3697788310120787
1456908,A - Horquilla,4,726121.9440000001,4372608.856000001,39.473377028817204,-0.37121475608694887
1456909,A - Horquilla,2,729700.4419999998,4372818.369999999,39.474315247042085,-0.32958274493788386
1456910,A - Horquilla,14,729705.4979999997,4372812.738,39.47426320506415,-0.32952596502866194
1456911,A - Horquilla,4,726327.1459999997,4371229.268999999,39.46090527564217,-0.3692994798643128
1456912,A - Horquilla,4,726321.1600000001,4371225.843,39.460876011176225,-0.3693701507190218
1456913,A - Horquilla,4,727439.6660000002,4374487.634,39.489940689981935,-0.3552699464723114
1456914,A - Horquilla,2,727074.4989999998,4373686.717,39.48282810142868,-0.35978479911693856
1456915,A - Horquilla,4,727512.3590000002,4372280.471999999,39.47005482638805,-0.3551785514708233
1456916,A - Horquilla,3,727505.2680000002,4372260.517999999,39.46987709446654,-0.35526770612501485
1456917,A - Horquilla,2,727500.9630000005,4372247.4,39.469760157036525,-0.35532217464408855
1456918,A - Horquilla,4,723647.0829999996,4373261.384,39.47989730123695,-0.3997395499977835
1456919,A - Horquilla,4,724917.6660000002,4375165.134,39.49670214527879,-0.3843389542318455
1456920,A - Horquilla,2,724951.8329999996,4373706.634,39.483564979593304,-0.38443427383792184
1456921,A - Horquilla,2,724936.3329999996,4373697.509,39.48348689615891,-0.38461739839976994
1456922,A - Horquilla,2,724913.4579999996,4373700.759,39.48352213024619,-0.3848820146829461
1456923,A - Horquilla,2,724933.4579999996,4373712.884,39.483626041233144,-0.3846456067250343
1456924,A - Horquilla,2,725032.5829999996,4373732.134,39.483773393207834,-0.38348768621523605
1456925,A - Horquilla,2,725114.8329999996,4373662.259,39.48312291853475,-0.3825558732061258
1456926,A - Horquilla,2,725090.0829999996,4373683.259,39.48331841883379,-0.38283627380060603
1456927,A - Horquilla,2,725067.3329999996,4373702.634,39.48349876838539,-0.3830939928585128
1456928,A - Horquilla,4,727464.6100000003,4373187.9120000005,39.478235315876574,-0.35542362587060194
1456929,A - Horquilla,4,727429.5549999997,4373213.634,39.47847610490792,-0.35582200741908854
1456930,A - Horquilla,2,725010.6660000002,4373586.967,39.482472449248306,-0.3837912642334808
1456931,A - Horquilla,8,726113.7539999997,4372047.743000001,39.46832853331507,-0.37150005684866
1456932,A - Horquilla,2,724970.1660000002,4373584.300000001,39.48245903362556,-0.3842625991527716
1456933,A - Horquilla,6,725106.5829999996,4373600.050000001,39.48256512231376,-0.3826727069505691
1456934,A - Horquilla,2,724960.5880000005,4373551.765000001,39.482168683944685,-0.3843848315059446
1456935,A - Horquilla,4,724776.051,4373670.574999999,39.48328634708478,-0.38648829311609906
1456936,A - Horquilla,6,727205.2630000003,4374690.911,39.49183233169635,-0.3579236293709064
1456937,A - Horquilla,6,726299.3380000005,4371571.146,39.46398986132179,-0.369506464090572
1456938,A - Horquilla,4,724394.8679999998,4371089.982000001,39.46015724624359,-0.39178411718157874
1456939,A - Horquilla,10,724906.648,4374693.448999999,39.49245930479769,-0.3846261685611407
1456940,A - Horquilla,8,729244.665,4372150.822000001,39.46842826406307,-0.335105462320336
1456941,A - Horquilla,8,729214.3789999997,4372227.745999999,39.469128711309175,-0.33543074337622714
1456942,A - Horquilla,8,729240.3990000002,4372103.901000001,39.46800707059436,-0.33517112373345365
1456943,A - Horquilla,8,729238.977,4372081.862,39.46780907922159,-0.3351952090250462
1456944,A - Horquilla,10,729207.6960000005,4371866.448999999,39.465878504392386,-0.33563246330670676
1456945,A - Horquilla,10,729060.5329999998,4371539.846000001,39.46297795582382,-0.3374534936523761
1456946,A - Horquilla,8,729015.744,4371476.573000001,39.462420356794475,-0.3379952954495717
1456947,A - Horquilla,6,729011.6210000003,4371478.705,39.462440643331156,-0.3380424398122227
1456948,A - Horquilla,8,724679.1220000004,4370222.659,39.45227611485658,-0.3887752446912349
1456949,A - Horquilla,2,725752.8329999996,4374734.717,39.49260907837531,-0.3747818189736793
1456950,A - Horquilla,2,725744.5829999996,4374721.884,39.49249573245114,-0.3748820087085554
1456951,A - Horquilla,12,725056.7340000002,4373126.726,39.47831768167025,-0.38341149107611155
1456952,A - Horquilla,6,727340.3329999996,4371788.384,39.46567098066773,-0.35734401672905153
1456953,A - Horquilla,4,729781.557,4373399.785,39.47952679547067,-0.32844037405780807
1456954,A - Horquilla,4,729787.3590000002,4373397.446,39.47950419327234,-0.32837379175087833
1456955,A - Horquilla,4,729818.7089999998,4373428.889,39.47977883299767,-0.32799883575238153
1456956,A - Horquilla,8,729816.0880000005,4373525.651000001,39.48065046766456,-0.3279959296246473
1456957,A - Horquilla,6,729811.9709999999,4373612.681,39.481434906082335,-0.3280137530500157
1456958,A - Horquilla,4,729831.4359999998,4373904.184,39.48405346327423,-0.327687183892295
1456959,A - Horquilla,6,723617.1770000001,4371121.210000001,39.46064065524187,-0.4008042800043967
1456960,A - Horquilla,8,726166.9160000002,4374653.573000001,39.49176990896349,-0.36999885244315395
1456961,A - Horquilla,4,729043.9349999996,4372171.777000001,39.46867030929644,-0.3374293262496767
1456962,A - Horquilla,4,724604.0999999996,4371924.207,39.46761177339151,-0.3890737447744361
1456963,A - Horquilla,2,727050.4989999998,4373555.550000001,39.48165379791432,-0.36010823810107034
1456964,A - Horquilla,2,727051.6660000002,4373691.884,39.48288063547247,-0.3600482565406527
1456965,A - Horquilla,2,729522.8329999996,4372723.023,39.47350442849187,-0.3316782732252855
1456966,A - Horquilla,2,723870.568,4371129.1620000005,39.46064639089743,-0.3978591896470788
1456967,A - Horquilla,4,723887.6030000001,4371129.536,39.46064532822024,-0.397661250765448
1456968,A - Horquilla,2,724014.8959999997,4371243.164000001,39.461635022420865,-0.39614496626929513
1456969,A - Horquilla,6,726148.1660000002,4373410.023,39.48058153076473,-0.37063854366553795
1456970,A - Horquilla,4,726455.54,4369655.346999999,39.44670444864637,-0.3683423870007963
1456971,A - Horquilla,4,726444.5820000004,4369648.293,39.44664383500908,-0.36847199634703376
1456972,A - Horquilla,4,726420.2000000002,4369652.539000001,39.446688462350416,-0.3687536218141554
1456973,A - Horquilla,4,726337.1919999998,4369586.379000001,39.44611475879588,-0.3697397299887303
1456974,A - Horquilla,4,726366.5049999999,4369533.916999999,39.445634838940414,-0.36941719969389986
1456975,A - Horquilla,4,726371.9840000002,4369532.547,39.445621067736695,-0.36935405597040194
1456976,A - Horquilla,4,726385.8190000001,4369515.014,39.44545961527585,-0.36919938191213353
1456977,A - Horquilla,4,726444.068,4369531.623,39.445593807060874,-0.3685175163465399
1456978,A - Horquilla,2,729693.4989999998,4372725.384,39.473480150298954,-0.32969539937575826
1456979,A - Horquilla,2,725166.5690000001,4371189.825999999,39.46085451538839,-0.382789457216357
1456980,A - Horquilla,4,726355.7489999998,4374605.217,39.49128497950112,-0.3678215882776155
1456981,A - Horquilla,4,727089.6339999996,4373827.312999999,39.484089613993106,-0.3595611096834489
1456982,A - Horquilla,2,724980.102,4372032.953,39.46849243590811,-0.38467048043865787
1456983,A - Horquilla,2,724966.2429999998,4372010.630000001,39.46829512359009,-0.3848389568017451
1456984,A - Horquilla,12,728406.6789999995,4371323.251,39.46120209902991,-0.34512020370392676
1456985,A - Horquilla,6,727239.3660000004,4372121.557,39.46869653869746,-0.3584030450150066
1456986,A - Horquilla,2,725061.6100000003,4372804.300000001,39.475414185389525,-0.38346366288574874
1456987,A - Horquilla,2,725096.6660000002,4372806.244999999,39.47542252441211,-0.38305584866501263
1456988,A - Horquilla,4,723894.2960000001,4371327.418,39.46242478823781,-0.3975171496513423
1456989,A - Horquilla,2,724967.0829999996,4373715.259,39.48363862749629,-0.38425422156305855
1456990,A - Horquilla,4,722908.0970000001,4379999.908,39.540744658202804,-0.40606718294310057
1456991,A - Horquilla,4,725950.0829999996,4372931.050000001,39.47632227383552,-0.37310161382967094
1456992,A - Horquilla,4,725809.8269999996,4372600.734999999,39.47338587507876,-0.3748424540907112
1456993,A - Horquilla,4,725511.8839999996,4372233.323999999,39.47015686328592,-0.37842699902981053
1456994,A - Horquilla,4,724596.9440000001,4371397.790999999,39.46287523297122,-0.38933402543650686
